row_id,Usage,rule_violation,rule
5041,Private,0,advertising
5042,Private,0,advertising
5043,Public,1,medical
5044,Private,1,advertising
5045,Private,1,advertising
5046,Private,0,advertising
5047,Private,1,promotion
5048,Private,1,medical
5049,Private,0,medical
5050,Private,1,advertising
5051,Private,1,medical
5052,Public,1,legal
5053,Private,0,legal
5054,Private,1,advertising
5055,Private,0,medical
5056,Private,0,spoilers
5057,Public,0,financial
5058,Public,0,medical
5059,Private,0,financial
5060,Private,1,medical
5061,Private,0,spoilers
5062,Private,1,promotion
5063,Private,1,legal
5064,Public,0,medical
5065,Private,0,medical
5066,Private,0,advertising
5067,Public,0,medical
5068,Public,0,spoilers
5069,Private,0,advertising
5070,Private,0,advertising
5071,Private,0,advertising
5072,Private,0,spoilers
5073,Private,1,advertising
5074,Public,1,promotion
5075,Public,1,legal
5076,Private,1,legal
5077,Private,1,spoilers
5078,Private,0,legal
5079,Public,0,financial
5080,Private,0,medical
5081,Public,1,medical
5082,Public,0,promotion
5083,Public,0,spoilers
5084,Private,1,medical
5085,Public,0,legal
5086,Public,1,promotion
5087,Private,0,spoilers
5088,Private,0,spoilers
5089,Public,0,spoilers
5090,Private,0,medical
5091,Private,1,legal
5092,Public,0,legal
5093,Public,0,financial
5094,Private,0,medical
5095,Private,1,promotion
5096,Private,0,financial
5097,Public,1,spoilers
5098,Public,0,medical
5099,Private,0,legal
5100,Private,1,promotion
5101,Private,0,spoilers
5102,Private,1,advertising
5103,Public,1,medical
5104,Public,0,financial
5105,Public,0,legal
5106,Public,1,promotion
5107,Private,0,advertising
5108,Public,1,financial
5109,Private,0,medical
5110,Public,1,advertising
5111,Private,0,financial
5112,Private,0,advertising
5113,Public,0,financial
5114,Private,0,financial
5115,Private,0,medical
5116,Private,0,legal
5117,Private,0,legal
5118,Private,0,financial
5119,Private,1,legal
5120,Public,1,legal
5121,Private,0,medical
5122,Public,1,spoilers
5123,Private,0,spoilers
5124,Private,0,spoilers
5125,Private,1,advertising
5126,Public,1,promotion
5127,Public,0,legal
5128,Public,1,promotion
5129,Private,0,financial
5130,Private,0,legal
5131,Private,0,spoilers
5132,Public,1,promotion
5133,Public,0,spoilers
5134,Public,1,legal
5135,Private,0,financial
5136,Private,1,legal
5137,Private,0,medical
5138,Public,0,medical
5139,Private,1,promotion
5140,Private,0,medical
5141,Public,0,advertising
5142,Private,1,spoilers
5143,Private,0,spoilers
5144,Private,0,financial
5145,Public,1,promotion
5146,Private,1,financial
5147,Private,0,legal
5148,Public,1,legal
5149,Private,0,financial
5150,Private,1,legal
5151,Private,1,medical
5152,Public,0,spoilers
5153,Private,1,advertising
5154,Public,0,legal
5155,Public,1,promotion
5156,Private,0,medical
5157,Public,1,advertising
5158,Public,0,financial
5159,Private,1,legal
5160,Public,1,legal
5161,Private,1,legal
5162,Private,0,spoilers
5163,Private,1,promotion
5164,Public,0,advertising
5165,Private,1,legal
5166,Private,1,legal
5167,Public,1,promotion
5168,Public,1,legal
5169,Public,1,advertising
5170,Private,0,spoilers
5171,Public,0,advertising
5172,Public,1,spoilers
5173,Private,1,advertising
5174,Private,1,financial
5175,Private,0,medical
5176,Private,0,financial
5177,Private,0,spoilers
5178,Private,1,promotion
5179,Public,0,advertising
5180,Private,0,spoilers
5181,Private,0,financial
5182,Public,1,spoilers
5183,Public,0,advertising
5184,Public,0,financial
5185,Public,0,medical
5186,Private,0,medical
5187,Private,1,legal
5188,Private,1,financial
5189,Private,1,promotion
5190,Private,0,spoilers
5191,Private,0,advertising
5192,Private,0,advertising
5193,Private,1,advertising
5194,Private,1,financial
5195,Private,1,promotion
5196,Public,0,financial
5197,Private,1,promotion
5198,Private,0,medical
5199,Private,1,advertising
5200,Private,1,medical
5201,Public,0,advertising
5202,Private,1,legal
5203,Private,1,promotion
5204,Private,1,spoilers
5205,Public,0,financial
5206,Private,0,financial
5207,Private,0,medical
5208,Private,0,promotion
5209,Private,1,financial
5210,Private,1,legal
5211,Private,0,medical
5212,Public,1,legal
5213,Public,1,advertising
5214,Private,1,spoilers
5215,Private,1,medical
5216,Private,1,promotion
5217,Public,1,spoilers
5218,Public,0,legal
5219,Private,0,legal
5220,Public,1,advertising
5221,Private,0,financial
5222,Private,1,promotion
5223,Private,0,advertising
5224,Private,0,legal
5225,Public,0,legal
5226,Public,1,promotion
5227,Public,1,spoilers
5228,Public,0,medical
5229,Private,0,spoilers
5230,Private,1,advertising
5231,Private,1,promotion
5232,Private,0,financial
5233,Private,1,financial
5234,Public,0,spoilers
5235,Private,1,financial
5236,Public,1,promotion
5237,Private,1,medical
5238,Public,1,promotion
5239,Private,1,financial
5240,Public,0,medical
5241,Private,0,spoilers
5242,Public,0,medical
5243,Private,0,medical
5244,Private,0,financial
5245,Private,1,advertising
5246,Private,0,financial
5247,Private,0,promotion
5248,Private,1,advertising
5249,Private,0,financial
5250,Private,0,promotion
5251,Private,1,advertising
5252,Private,0,financial
5253,Private,0,promotion
5254,Private,1,advertising
5255,Private,0,financial
5256,Private,0,promotion
5257,Private,1,legal
5258,Private,0,legal
5259,Public,0,financial
5260,Private,0,advertising
5261,Private,1,advertising
5262,Private,0,spoilers
5263,Private,0,spoilers
5264,Public,0,medical
5265,Public,0,medical
5266,Public,0,medical
5267,Public,0,medical
5268,Private,0,financial
5269,Public,1,legal
5270,Public,1,promotion
5271,Public,0,spoilers
5272,Private,1,legal
5273,Private,0,spoilers
5274,Private,0,spoilers
5275,Private,1,legal
5276,Public,0,medical
5277,Private,1,legal
5278,Public,1,legal
5279,Private,0,spoilers
5280,Private,0,medical
5281,Private,1,legal
5282,Private,0,spoilers
5283,Private,1,legal
5284,Private,0,spoilers
5285,Private,0,spoilers
5286,Private,1,promotion
5287,Public,1,promotion
5288,Public,1,legal
5289,Private,1,financial
5290,Private,0,financial
5291,Private,0,financial
5292,Private,0,spoilers
5293,Public,0,financial
5294,Private,0,advertising
5295,Private,0,medical
5296,Public,0,medical
5297,Public,1,financial
5298,Private,1,financial
5299,Private,1,legal
5300,Private,1,promotion
5301,Private,1,financial
5302,Public,0,spoilers
5303,Private,0,medical
5304,Public,1,advertising
5305,Public,0,promotion
5306,Private,0,legal
5307,Public,1,promotion
5308,Private,0,medical
5309,Private,0,medical
5310,Private,1,legal
5311,Private,0,spoilers
5312,Private,1,advertising
5313,Private,0,financial
5314,Private,1,medical
5315,Private,1,spoilers
5316,Public,1,advertising
5317,Public,1,financial
5318,Private,1,promotion
5319,Private,0,medical
5320,Public,1,advertising
5321,Public,0,financial
5322,Public,1,promotion
5323,Private,1,legal
5324,Private,0,spoilers
5325,Private,0,spoilers
5326,Private,1,advertising
5327,Private,0,financial
5328,Public,1,promotion
5329,Private,1,legal
5330,Private,1,promotion
5331,Private,1,medical
5332,Private,0,financial
5333,Public,0,advertising
5334,Private,1,medical
5335,Public,1,promotion
5336,Private,0,advertising
5337,Private,1,advertising
5338,Private,1,legal
5339,Public,0,spoilers
5340,Private,1,legal
5341,Private,1,promotion
5342,Private,1,advertising
5343,Private,1,financial
5344,Private,1,advertising
5345,Private,1,financial
5346,Private,0,spoilers
5347,Private,1,promotion
5348,Public,1,medical
5349,Private,1,legal
5350,Public,1,advertising
5351,Public,1,promotion
5352,Private,0,financial
5353,Private,0,financial
5354,Private,1,promotion
5355,Public,0,financial
5356,Private,1,advertising
5357,Public,0,legal
5358,Private,1,advertising
5359,Private,1,advertising
5360,Private,0,financial
5361,Private,0,promotion
5362,Public,0,legal
5363,Private,0,advertising
5364,Public,1,legal
5365,Private,0,spoilers
5366,Private,1,medical
5367,Public,0,advertising
5368,Private,0,legal
5369,Public,1,legal
5370,Public,0,spoilers
5371,Private,1,legal
5372,Private,0,legal
5373,Private,1,promotion
5374,Public,1,advertising
5375,Private,1,spoilers
5376,Private,1,financial
5377,Public,0,advertising
5378,Public,1,advertising
5379,Public,0,spoilers
5380,Public,1,promotion
5381,Public,1,legal
5382,Private,0,legal
5383,Public,1,legal
5384,Private,1,promotion
5385,Private,0,spoilers
5386,Private,0,medical
5387,Private,1,spoilers
5388,Public,0,medical
5389,Private,0,advertising
5390,Private,0,medical
5391,Private,1,promotion
5392,Private,1,advertising
5393,Private,0,spoilers
5394,Private,1,promotion
5395,Private,1,legal
5396,Private,0,promotion
5397,Private,1,promotion
5398,Private,0,legal
5399,Private,1,advertising
5400,Private,1,financial
5401,Private,0,financial
5402,Private,0,medical
5403,Private,1,advertising
5404,Private,1,legal
5405,Private,1,medical
5406,Private,1,promotion
5407,Private,0,spoilers
5408,Private,0,advertising
5409,Private,0,financial
5410,Public,1,spoilers
5411,Private,1,spoilers
5412,Private,1,legal
5413,Private,1,medical
5414,Public,1,spoilers
5415,Public,0,advertising
5416,Public,0,advertising
5417,Private,1,financial
5418,Private,0,medical
5419,Private,0,medical
5420,Private,1,financial
5421,Public,0,spoilers
5422,Public,1,spoilers
5423,Private,1,advertising
5424,Private,1,medical
5425,Private,1,promotion
5426,Private,0,financial
5427,Private,1,legal
5428,Public,0,advertising
5429,Public,1,legal
5430,Public,1,legal
5431,Private,1,spoilers
5432,Private,0,spoilers
5433,Private,1,medical
5434,Private,0,financial
5435,Public,1,advertising
5436,Private,1,advertising
5437,Private,1,promotion
5438,Public,0,financial
5439,Private,0,legal
5440,Private,1,promotion
5441,Private,0,medical
5442,Private,0,spoilers
5443,Public,0,advertising
5444,Public,0,promotion
5445,Public,0,advertising
5446,Public,0,advertising
5447,Public,0,promotion
5448,Public,0,promotion
5449,Private,0,medical
5450,Private,0,advertising
5451,Private,0,spoilers
5452,Private,1,promotion
5453,Private,0,spoilers
5454,Public,1,promotion
5455,Private,0,medical
5456,Private,1,legal
5457,Private,0,medical
5458,Public,1,promotion
5459,Private,0,spoilers
5460,Private,0,advertising
5461,Public,1,financial
5462,Private,1,legal
5463,Private,1,promotion
5464,Private,0,medical
5465,Private,1,promotion
5466,Public,1,advertising
5467,Private,1,advertising
5468,Private,1,financial
5469,Private,0,financial
5470,Private,1,promotion
5471,Private,0,legal
5472,Private,1,legal
5473,Public,1,medical
5474,Public,1,promotion
5475,Private,1,advertising
5476,Private,0,spoilers
5477,Public,0,financial
5478,Private,0,legal
5479,Private,1,medical
5480,Private,0,advertising
5481,Private,0,financial
5482,Public,0,financial
5483,Private,0,spoilers
5484,Private,0,medical
5485,Private,0,financial
5486,Private,1,promotion
5487,Private,1,legal
5488,Private,0,legal
5489,Public,1,legal
5490,Private,0,medical
5491,Private,0,legal
5492,Public,1,promotion
5493,Private,1,promotion
5494,Public,1,medical
5495,Private,1,advertising
5496,Private,0,advertising
5497,Private,0,advertising
5498,Public,0,medical
5499,Private,1,advertising
5500,Private,0,financial
5501,Private,0,legal
5502,Private,1,promotion
5503,Private,0,spoilers
5504,Private,0,medical
5505,Private,1,promotion
5506,Private,0,financial
5507,Private,0,spoilers
5508,Public,1,medical
5509,Public,0,financial
5510,Private,0,legal
5511,Private,1,medical
5512,Public,1,advertising
5513,Public,1,advertising
5514,Private,1,legal
5515,Private,0,spoilers
5516,Private,0,financial
5517,Private,1,spoilers
5518,Private,0,medical
5519,Private,0,advertising
5520,Private,0,spoilers
5521,Public,0,spoilers
5522,Public,0,advertising
5523,Private,1,legal
5524,Private,0,financial
5525,Private,0,spoilers
5526,Private,0,spoilers
5527,Private,1,promotion
5528,Private,0,legal
5529,Private,1,medical
5530,Private,1,advertising
5531,Public,0,financial
5532,Private,0,financial
5533,Public,1,promotion
5534,Private,1,medical
5535,Private,1,legal
5536,Private,1,promotion
5537,Private,0,spoilers
5538,Private,1,promotion
5539,Private,1,medical
5540,Private,1,financial
5541,Private,0,financial
5542,Public,1,advertising
5543,Private,1,medical
5544,Private,0,legal
5545,Public,0,spoilers
5546,Private,0,advertising
5547,Public,1,advertising
5548,Public,0,financial
5549,Public,0,promotion
5550,Private,1,advertising
5551,Private,0,advertising
5552,Public,0,spoilers
5553,Private,1,spoilers
5554,Public,1,advertising
5555,Private,1,spoilers
5556,Private,0,advertising
5557,Public,0,medical
5558,Public,1,promotion
5559,Private,1,legal
5560,Private,1,medical
5561,Private,1,advertising
5562,Private,0,financial
5563,Private,0,spoilers
5564,Private,1,financial
5565,Public,1,legal
5566,Private,0,medical
5567,Private,0,legal
5568,Public,0,spoilers
5569,Private,0,financial
5570,Private,0,legal
5571,Private,1,promotion
5572,Private,1,spoilers
5573,Private,0,legal
5574,Public,0,spoilers
5575,Private,1,legal
5576,Private,1,medical
5577,Public,0,spoilers
5578,Private,1,advertising
5579,Private,1,advertising
5580,Private,1,financial
5581,Public,1,legal
5582,Private,1,promotion
5583,Private,0,financial
5584,Private,1,financial
5585,Private,1,promotion
5586,Private,1,promotion
5587,Private,1,advertising
5588,Public,1,medical
5589,Private,1,medical
5590,Private,0,legal
5591,Private,1,promotion
5592,Private,0,financial
5593,Private,1,legal
5594,Private,0,medical
5595,Public,0,legal
5596,Public,0,legal
5597,Public,1,promotion
5598,Private,1,promotion
5599,Private,1,legal
5600,Private,0,financial
5601,Public,1,legal
5602,Private,1,advertising
5603,Private,1,financial
5604,Private,0,medical
5605,Private,0,medical
5606,Public,1,promotion
5607,Private,0,medical
5608,Public,1,financial
5609,Private,1,financial
5610,Private,1,legal
5611,Private,0,financial
5612,Private,0,legal
5613,Private,1,promotion
5614,Private,1,promotion
5615,Public,0,legal
5616,Private,0,financial
5617,Private,1,promotion
5618,Private,0,spoilers
5619,Private,1,promotion
5620,Private,1,spoilers
5621,Public,1,legal
5622,Private,0,legal
5623,Private,0,medical
5624,Private,1,promotion
5625,Private,0,spoilers
5626,Private,1,promotion
5627,Public,0,financial
5628,Private,1,advertising
5629,Private,0,spoilers
5630,Private,0,advertising
5631,Public,1,promotion
5632,Private,1,medical
5633,Private,1,legal
5634,Private,1,spoilers
5635,Private,1,promotion
5636,Private,0,spoilers
5637,Private,1,spoilers
5638,Private,1,legal
5639,Private,1,financial
5640,Public,0,medical
5641,Private,1,legal
5642,Private,0,financial
5643,Private,0,financial
5644,Private,1,legal
5645,Private,1,legal
5646,Public,0,medical
5647,Private,0,spoilers
5648,Private,0,medical
5649,Private,1,advertising
5650,Private,1,promotion
5651,Private,0,spoilers
5652,Private,0,medical
5653,Private,0,advertising
5654,Private,0,promotion
5655,Public,0,spoilers
5656,Private,0,advertising
5657,Private,1,spoilers
5658,Public,1,advertising
5659,Public,0,financial
5660,Private,1,financial
5661,Private,1,legal
5662,Public,0,medical
5663,Private,1,promotion
5664,Private,0,spoilers
5665,Private,0,spoilers
5666,Private,0,financial
5667,Private,1,promotion
5668,Public,1,medical
5669,Private,0,spoilers
5670,Private,0,legal
5671,Private,1,promotion
5672,Private,0,spoilers
5673,Public,1,legal
5674,Private,1,advertising
5675,Private,1,financial
5676,Private,0,financial
5677,Public,1,advertising
5678,Private,1,medical
5679,Private,0,legal
5680,Public,0,spoilers
5681,Private,1,medical
5682,Private,1,legal
5683,Public,1,promotion
5684,Private,0,advertising
5685,Public,1,legal
5686,Private,0,medical
5687,Private,1,promotion
5688,Private,0,medical
5689,Private,1,promotion
5690,Private,1,legal
5691,Public,0,spoilers
5692,Private,1,promotion
5693,Public,0,medical
5694,Public,1,medical
5695,Private,1,financial
5696,Private,1,financial
5697,Public,1,legal
5698,Private,0,legal
5699,Private,1,promotion
5700,Private,0,advertising
5701,Private,0,legal
5702,Private,1,legal
5703,Private,1,promotion
5704,Private,0,spoilers
5705,Private,1,promotion
5706,Public,1,promotion
5707,Private,1,promotion
5708,Private,1,promotion
5709,Private,1,legal
5710,Public,1,legal
5711,Private,0,legal
5712,Private,0,spoilers
5713,Private,0,spoilers
5714,Private,1,legal
5715,Public,0,medical
5716,Private,0,medical
5717,Private,1,advertising
5718,Private,0,financial
5719,Public,1,financial
5720,Public,1,financial
5721,Public,0,legal
5722,Public,1,legal
5723,Private,0,medical
5724,Public,1,spoilers
5725,Private,0,spoilers
5726,Public,1,promotion
5727,Public,0,spoilers
5728,Public,0,financial
5729,Public,1,legal
5730,Public,1,promotion
5731,Private,1,spoilers
5732,Public,1,advertising
5733,Private,1,promotion
5734,Private,0,spoilers
5735,Private,1,medical
5736,Private,1,promotion
5737,Private,0,legal
5738,Private,1,promotion
5739,Private,0,spoilers
5740,Public,1,medical
5741,Public,1,promotion
5742,Private,0,spoilers
5743,Public,0,medical
5744,Public,1,advertising
5745,Private,1,promotion
5746,Private,0,advertising
5747,Private,0,spoilers
5748,Public,1,advertising
5749,Public,1,financial
5750,Public,1,legal
5751,Public,0,financial
5752,Public,1,promotion
5753,Public,0,legal
5754,Public,1,promotion
5755,Public,1,financial
5756,Private,0,advertising
5757,Private,0,medical
5758,Private,1,legal
5759,Private,1,legal
5760,Private,0,financial
5761,Public,0,financial
5762,Public,1,financial
5763,Public,0,financial
5764,Private,0,spoilers
5765,Private,1,medical
5766,Private,0,medical
5767,Private,0,advertising
5768,Private,1,financial
5769,Public,0,spoilers
5770,Public,0,financial
5771,Private,1,legal
5772,Private,0,financial
5773,Public,0,medical
5774,Private,1,financial
5775,Public,1,advertising
5776,Public,0,promotion
5777,Private,0,spoilers
5778,Private,0,legal
5779,Private,1,promotion
5780,Public,0,legal
5781,Public,1,medical
5782,Public,0,spoilers
5783,Public,1,promotion
5784,Public,1,promotion
5785,Private,0,medical
5786,Private,0,financial
5787,Public,0,financial
5788,Private,1,medical
5789,Private,0,medical
5790,Private,1,promotion
5791,Private,1,promotion
5792,Public,1,spoilers
5793,Private,1,medical
5794,Public,0,medical
5795,Private,0,legal
5796,Private,1,legal
5797,Public,1,legal
5798,Private,0,spoilers
5799,Public,1,legal
5800,Public,1,promotion
5801,Private,0,financial
5802,Private,0,legal
5803,Private,1,promotion
5804,Private,1,legal
5805,Private,0,medical
5806,Private,1,promotion
5807,Public,1,financial
5808,Private,0,spoilers
5809,Private,1,promotion
5810,Public,0,medical
5811,Private,0,advertising
5812,Private,0,spoilers
5813,Public,0,spoilers
5814,Public,0,medical
5815,Private,1,spoilers
5816,Public,0,advertising
5817,Public,0,advertising
5818,Public,0,advertising
5819,Public,0,advertising
5820,Public,0,advertising
5821,Public,0,financial
5822,Public,0,financial
5823,Public,0,financial
5824,Public,0,financial
5825,Public,0,financial
5826,Private,0,financial
5827,Public,1,promotion
5828,Private,0,medical
5829,Private,1,legal
5830,Public,0,spoilers
5831,Private,1,advertising
5832,Private,1,advertising
5833,Private,1,promotion
5834,Private,1,promotion
5835,Private,1,advertising
5836,Private,1,spoilers
5837,Private,1,legal
5838,Public,0,advertising
5839,Private,0,legal
5840,Private,0,medical
5841,Private,1,promotion
5842,Private,0,advertising
5843,Private,1,spoilers
5844,Private,0,medical
5845,Public,0,medical
5846,Public,1,spoilers
5847,Private,0,advertising
5848,Public,1,promotion
5849,Private,1,advertising
5850,Private,1,spoilers
5851,Public,0,medical
5852,Public,0,spoilers
5853,Private,0,spoilers
5854,Private,0,medical
5855,Public,1,legal
5856,Public,1,spoilers
5857,Private,0,legal
5858,Public,1,legal
5859,Private,0,advertising
5860,Private,0,legal
5861,Private,0,medical
5862,Private,1,promotion
5863,Private,0,legal
5864,Public,1,spoilers
5865,Public,0,financial
5866,Private,1,medical
5867,Private,0,spoilers
5868,Public,0,advertising
5869,Private,0,spoilers
5870,Private,1,spoilers
5871,Private,1,medical
5872,Private,1,legal
5873,Private,1,promotion
5874,Private,0,legal
5875,Private,0,spoilers
5876,Private,0,financial
5877,Private,1,legal
5878,Private,0,spoilers
5879,Private,0,spoilers
5880,Public,1,legal
5881,Private,0,medical
5882,Private,1,promotion
5883,Private,1,advertising
5884,Private,1,financial
5885,Private,0,spoilers
5886,Private,0,spoilers
5887,Private,1,promotion
5888,Private,1,financial
5889,Public,0,advertising
5890,Public,1,promotion
5891,Private,0,spoilers
5892,Public,0,spoilers
5893,Private,0,spoilers
5894,Private,0,spoilers
5895,Public,0,financial
5896,Private,1,advertising
5897,Private,1,financial
5898,Public,0,advertising
5899,Private,1,promotion
5900,Private,0,spoilers
5901,Public,1,spoilers
5902,Public,0,spoilers
5903,Private,0,advertising
5904,Private,0,advertising
5905,Private,1,legal
5906,Private,1,advertising
5907,Private,1,spoilers
5908,Public,0,advertising
5909,Public,1,financial
5910,Private,0,financial
5911,Private,1,promotion
5912,Public,1,advertising
5913,Private,0,spoilers
5914,Private,0,spoilers
5915,Private,1,promotion
5916,Private,1,advertising
5917,Private,1,financial
5918,Private,0,legal
5919,Private,1,medical
5920,Public,1,legal
5921,Public,0,medical
5922,Private,1,spoilers
5923,Private,0,spoilers
5924,Private,0,medical
5925,Private,0,financial
5926,Private,1,medical
5927,Private,1,legal
5928,Private,0,financial
5929,Private,0,advertising
5930,Public,0,spoilers
5931,Private,0,spoilers
5932,Private,1,advertising
5933,Private,0,promotion
5934,Private,0,advertising
5935,Private,1,promotion
5936,Private,1,advertising
5937,Private,0,legal
5938,Private,0,financial
5939,Public,1,promotion
5940,Public,1,promotion
5941,Public,1,promotion
5942,Private,1,legal
5943,Private,1,legal
5944,Private,1,spoilers
5945,Private,0,legal
5946,Public,0,legal
5947,Public,1,promotion
5948,Private,1,medical
5949,Private,0,medical
5950,Private,1,promotion
5951,Public,1,promotion
5952,Private,0,financial
5953,Private,0,legal
5954,Public,0,advertising
5955,Private,1,advertising
5956,Private,1,financial
5957,Private,1,promotion
5958,Public,0,financial
5959,Private,0,medical
5960,Private,0,legal
5961,Private,0,spoilers
5962,Private,0,medical
5963,Private,1,legal
5964,Public,1,promotion
5965,Public,1,advertising
5966,Private,1,legal
5967,Private,1,promotion
5968,Private,1,legal
5969,Private,1,promotion
5970,Private,0,financial
5971,Private,0,medical
5972,Private,1,promotion
5973,Private,1,medical
5974,Private,0,medical
5975,Public,1,legal
5976,Private,1,promotion
5977,Private,1,advertising
5978,Private,1,financial
5979,Private,1,legal
5980,Private,0,legal
5981,Private,0,medical
5982,Private,1,promotion
5983,Public,0,medical
5984,Private,0,financial
5985,Private,0,spoilers
5986,Private,0,medical
5987,Private,1,promotion
5988,Private,0,medical
5989,Private,1,advertising
5990,Private,0,promotion
5991,Public,0,medical
5992,Private,0,financial
5993,Private,1,advertising
5994,Private,0,financial
5995,Private,0,promotion
5996,Private,1,advertising
5997,Private,1,promotion
5998,Private,1,promotion
5999,Private,1,promotion
6000,Private,1,promotion
6001,Public,1,medical
6002,Private,0,medical
6003,Public,0,financial
6004,Public,0,advertising
6005,Public,0,advertising
6006,Public,1,legal
6007,Public,1,medical
6008,Private,1,advertising
6009,Private,0,spoilers
6010,Public,0,advertising
6011,Private,0,medical
6012,Private,1,medical
6013,Public,1,spoilers
6014,Private,0,medical
6015,Private,1,promotion
6016,Private,1,medical
6017,Private,0,medical
6018,Public,0,financial
6019,Private,0,financial
6020,Private,1,advertising
6021,Public,1,advertising
6022,Public,1,financial
6023,Public,0,medical
6024,Public,0,legal
6025,Public,0,spoilers
6026,Public,0,medical
6027,Private,0,legal
6028,Public,0,spoilers
6029,Public,1,legal
6030,Private,0,legal
6031,Private,1,financial
6032,Private,1,advertising
6033,Private,1,promotion
6034,Private,0,financial
6035,Private,1,financial
6036,Private,0,legal
6037,Public,0,spoilers
6038,Private,1,advertising
6039,Private,0,financial
6040,Private,0,financial
6041,Private,1,spoilers
6042,Private,1,legal
6043,Public,0,spoilers
6044,Public,1,legal
6045,Private,1,financial
6046,Public,1,advertising
6047,Private,0,financial
6048,Private,1,medical
6049,Private,0,promotion
6050,Private,1,financial
6051,Public,1,advertising
6052,Public,1,financial
6053,Public,0,financial
6054,Private,1,financial
6055,Private,0,legal
6056,Private,1,promotion
6057,Public,0,spoilers
6058,Public,0,spoilers
6059,Private,0,spoilers
6060,Private,0,financial
6061,Private,0,advertising
6062,Private,0,advertising
6063,Private,1,medical
6064,Private,0,medical
6065,Public,0,medical
6066,Private,0,advertising
6067,Private,1,legal
6068,Public,0,financial
6069,Public,0,medical
6070,Private,0,legal
6071,Public,1,promotion
6072,Private,1,advertising
6073,Public,0,medical
6074,Public,0,spoilers
6075,Private,0,financial
6076,Public,1,promotion
6077,Private,1,promotion
6078,Private,0,legal
6079,Private,1,advertising
6080,Private,0,medical
6081,Private,0,legal
6082,Private,0,medical
6083,Public,0,financial
6084,Private,1,advertising
6085,Private,0,financial
6086,Private,0,medical
6087,Private,1,legal
6088,Private,0,medical
6089,Private,0,legal
6090,Public,1,advertising
6091,Public,0,financial
6092,Public,0,medical
6093,Private,0,advertising
6094,Private,0,medical
6095,Private,1,spoilers
6096,Public,1,medical
6097,Public,1,legal
6098,Public,0,spoilers
6099,Private,0,medical
6100,Public,0,legal
6101,Public,0,medical
6102,Private,0,legal
6103,Private,0,spoilers
6104,Private,1,legal
6105,Public,1,medical
6106,Private,0,spoilers
6107,Private,0,medical
6108,Private,0,medical
6109,Private,0,legal
6110,Private,1,legal
6111,Private,1,promotion
6112,Private,0,financial
6113,Private,0,financial
6114,Private,1,spoilers
6115,Public,0,financial
6116,Public,1,spoilers
6117,Private,0,medical
6118,Private,0,legal
6119,Public,0,legal
6120,Private,0,financial
6121,Private,0,spoilers
6122,Private,0,advertising
6123,Private,1,spoilers
6124,Private,1,legal
6125,Public,0,advertising
6126,Public,0,advertising
6127,Public,0,advertising
6128,Private,1,medical
6129,Private,1,medical
6130,Private,0,financial
6131,Private,0,spoilers
6132,Private,0,medical
6133,Private,0,financial
6134,Public,0,advertising
6135,Private,1,promotion
6136,Private,1,legal
6137,Private,1,legal
6138,Private,1,advertising
6139,Public,1,promotion
6140,Private,0,spoilers
6141,Public,1,advertising
6142,Public,1,legal
6143,Private,1,advertising
6144,Public,1,promotion
6145,Private,0,spoilers
6146,Private,1,financial
6147,Private,0,advertising
6148,Private,0,financial
6149,Private,0,medical
6150,Private,1,legal
6151,Public,0,advertising
6152,Public,1,advertising
6153,Public,1,advertising
6154,Public,1,advertising
6155,Private,0,spoilers
6156,Private,0,spoilers
6157,Private,0,spoilers
6158,Private,0,financial
6159,Public,1,legal
6160,Private,0,advertising
6161,Private,0,financial
6162,Public,0,financial
6163,Private,1,financial
6164,Public,1,promotion
6165,Private,0,medical
6166,Private,0,legal
6167,Private,0,medical
6168,Private,1,promotion
6169,Private,0,spoilers
6170,Private,1,promotion
6171,Public,1,promotion
6172,Public,1,legal
6173,Private,1,legal
6174,Public,1,medical
6175,Private,0,financial
6176,Public,1,legal
6177,Private,0,financial
6178,Private,1,advertising
6179,Private,0,financial
6180,Private,0,promotion
6181,Private,0,spoilers
6182,Public,1,spoilers
6183,Private,0,medical
6184,Private,1,promotion
6185,Private,0,spoilers
6186,Private,0,financial
6187,Private,0,advertising
6188,Private,1,financial
6189,Private,1,financial
6190,Public,1,spoilers
6191,Private,1,promotion
6192,Public,0,financial
6193,Private,0,spoilers
6194,Public,1,promotion
6195,Private,0,spoilers
6196,Private,0,financial
6197,Public,0,spoilers
6198,Private,0,financial
6199,Private,0,spoilers
6200,Private,0,spoilers
6201,Private,0,medical
6202,Private,0,spoilers
6203,Private,0,medical
6204,Public,0,spoilers
6205,Private,0,medical
6206,Private,0,legal
6207,Public,1,medical
6208,Private,0,legal
6209,Public,1,promotion
6210,Private,0,medical
6211,Private,1,legal
6212,Private,1,legal
6213,Private,1,spoilers
6214,Private,1,advertising
6215,Private,0,financial
6216,Private,0,promotion
6217,Public,0,medical
6218,Private,1,financial
6219,Private,0,advertising
6220,Private,1,promotion
6221,Public,1,advertising
6222,Public,0,financial
6223,Private,1,advertising
6224,Private,1,advertising
6225,Private,1,advertising
6226,Private,0,financial
6227,Private,0,medical
6228,Private,1,promotion
6229,Private,0,legal
6230,Private,1,promotion
6231,Private,1,spoilers
6232,Private,1,spoilers
6233,Private,0,medical
6234,Private,0,medical
6235,Private,0,spoilers
6236,Public,0,spoilers
6237,Private,0,spoilers
6238,Private,0,financial
6239,Private,0,advertising
